category,is_known,true_label,prediction,max_softmax,entropy,energy,min_distance,odin,mahalanobis
Nyctyornis_amictus,0,-1,18,0.23719038,-2.7586548,419.65094,-8.584081,0.013221328,0.0
Dicaeum_cruentatum,0,-1,22,0.30585754,-3.075788,419.94177,-8.809563,0.013214427,0.0
Alcedo_atthis,1,5,5,0.9581366,-0.33106062,420.05185,-5.0559278,0.013262765,0.0
Halcyon_coromanda,0,-1,52,0.104584105,-3.6028333,420.0192,-10.1431465,0.013195691,0.0
Halcyon_smyrnensis,1,38,38,0.86888766,-0.8624295,419.8936,-6.2539587,0.0132488115,0.0
Garrulax_leucolophus,0,-1,31,0.21634398,-3.3871179,421.73358,-7.705654,0.013205302,0.0
Larvivora_cyane,0,-1,23,0.3301126,-3.0544631,420.76443,-7.9746323,0.013214494,0.0
Limosa_lapponica,1,42,42,0.97622347,-0.14083518,417.01895,-4.8455486,0.013306416,0.0
Limosa_limosa,1,43,43,0.95371085,-0.30691049,417.8732,-6.076406,0.013278436,0.0
Eudynamys_scolopaceus,1,31,59,0.4004266,-2.1936126,418.64062,-8.551009,0.013235173,0.0
Arachnothera_longirostra,0,-1,52,0.9782925,-0.17908141,420.1087,-4.214324,0.013273034,0.0
Acridotheres_tristis,1,0,0,0.9477429,-0.3601557,418.01425,-6.5397835,0.013270316,0.0
Clanga_clanga,0,-1,53,0.17887488,-2.7892754,418.34265,-10.155429,0.013218065,0.0
Prionochilus_percussus,0,-1,41,0.9927447,-0.06938751,419.0678,-4.223778,0.013286939,0.0
Dicrurus_macrocercus,0,-1,27,0.27504796,-2.6370778,419.81848,-8.393979,0.013221683,0.0
Limosa_limosa,1,43,43,0.99502003,-0.040228445,417.90594,-3.5421653,0.013311824,0.0
Corvus_macrorhynchos,1,24,24,0.99220043,-0.06966075,417.16904,-5.5691576,0.01329449,0.0
Muscicapa_dauurica,0,-1,45,0.3328564,-2.880879,419.78616,-8.566296,0.013219778,0.0
Prionochilus_maculatus,0,-1,36,0.18856816,-3.0246453,420.5798,-8.245852,0.013213473,0.0
Aethopyga_siparaja,0,-1,64,0.223382,-3.314383,420.71194,-8.589697,0.013207084,0.0
Halcyon_smyrnensis,1,38,38,0.99772984,-0.023125045,418.3109,-3.3722267,0.013308411,0.0
Lonchura_punctulata,0,-1,4,0.5371535,-2.220158,419.43088,-8.137028,0.013230197,0.0
Sterna_hirundo,1,66,66,0.9953578,-0.04720062,419.547,-3.4089434,0.013291228,0.0
Sterna_hirundo,1,66,66,0.9956397,-0.04222114,418.42322,-4.00407,0.013298408,0.0
Calidris_ferruginea,1,15,15,0.9987472,-0.0121110715,416.10178,-4.0699096,0.013329099,0.0
Lanius_cristatus,0,-1,0,0.30139223,-2.5436077,417.61218,-10.373943,0.013224825,0.0
Xenus_cinereus,0,-1,72,0.5176285,-2.1697626,420.7055,-6.824276,0.013230479,0.0
Dicaeum_cruentatum,0,-1,22,0.31726825,-3.091775,421.0813,-7.7859664,0.013212839,0.0
Vanellus_indicus,1,74,74,0.42353624,-2.645771,420.03302,-8.152622,0.013221748,0.0
Butorides_striata,1,11,11,0.9179732,-0.5897467,419.8492,-5.9390783,0.013253839,0.0
Himantopus_himantopus,1,39,39,0.9931136,-0.062727734,419.44775,-3.4797306,0.013291489,0.0
Aegithina_tiphia,1,4,4,0.84207195,-0.7893448,418.21927,-6.76516,0.01326463,0.0
Falco_peregrinus,1,32,32,0.95354784,-0.33858785,419.6283,-5.1537514,0.013267095,0.0
Zapornia_pusilla,1,75,75,0.99614346,-0.036166057,418.03268,-3.9968839,0.0133039765,0.0
Malacocincla_abbotti,0,-1,41,0.24656536,-3.1990337,420.41,-8.64026,0.013210419,0.0
Cacomantis_sepulcralis,0,-1,12,0.10831485,-3.6759918,421.82382,-8.440674,0.013194234,0.0
Calidris_pugnax,0,-1,43,0.8179401,-0.58696526,416.40286,-6.781168,0.0132886125,0.0
Dicrurus_macrocercus,0,-1,27,0.4642046,-1.5622199,418.7283,-7.9220943,0.013242472,0.0
Strix_leptogrammica,0,-1,42,0.056126896,-3.8057168,422.3277,-8.614668,0.013185492,0.0
Psittacula_krameri,1,60,60,0.5980074,-1.9279534,419.9347,-7.4302897,0.013232908,0.0
Orthotomus_atrogularis,1,51,51,0.92139757,-0.35465008,415.96805,-7.0864305,0.013290223,0.0
Passer_montanus,1,54,54,0.98638165,-0.12065655,418.8292,-5.0568476,0.013278835,0.0
Arachnothera_longirostra,0,-1,52,0.9710779,-0.2295641,420.08005,-4.4566507,0.01327019,0.0
Falco_tinnunculus,1,33,33,0.9866938,-0.116413645,419.96454,-3.7569318,0.0132811945,0.0
Chlidonias_hybrida,1,21,21,0.9931224,-0.061353773,419.22183,-3.641436,0.013292415,0.0
Eudynamys_scolopaceus,1,31,31,0.97942644,-0.1722859,419.46426,-4.7691364,0.013274631,0.0
Orthotomus_sericeus,0,-1,44,0.11284848,-3.6798792,421.0918,-9.131214,0.013195502,0.0
Acridotheres_tristis,1,0,23,0.4974427,-1.0067109,418.1482,-7.315129,0.013258252,0.0
Todiramphus_chloris,0,-1,40,0.08226434,-3.514132,420.4623,-9.768394,0.013195386,0.0
Arenaria_interpres,1,10,10,0.9016657,-0.63600534,421.25516,-4.0794187,0.013259546,0.0
Cecropis_daurica,1,17,17,0.19231553,-2.8581202,418.80856,-10.069351,0.013212995,0.0
Pellorneum_malaccense,0,-1,4,0.52579296,-2.4102092,419.48956,-8.364049,0.013226383,0.0
Sterna_hirundo,1,66,66,0.997532,-0.02451646,416.0438,-5.5151157,0.013310242,0.0
Pandion_haliaetus,1,53,53,0.99338806,-0.05910966,418.87408,-3.9014456,0.013294071,0.0
Malacocincla_abbotti,0,-1,4,0.24952532,-2.8207963,420.68073,-8.057708,0.013214569,0.0
Dendrocygna_javanica,0,-1,63,0.15157612,-3.2788172,421.07843,-8.388161,0.013204972,0.0
Columba_livia,1,23,23,0.9878715,-0.10451598,418.29514,-5.0963726,0.013285788,0.0
Cecropis_daurica,1,17,17,0.9998072,-0.0024958497,416.20255,-3.2432702,0.013338487,0.0
Spatula_clypeata,1,62,62,0.2935309,-2.943984,421.00696,-7.6890635,0.013215104,0.0
Dicaeum_cruentatum,0,-1,36,0.24567983,-3.1728134,420.33063,-8.596656,0.0132120885,0.0
Tachybaptus_ruficollis,1,68,15,0.15570284,-3.184382,421.05017,-8.18909,0.013208531,0.0
Charadrius_dubius,1,20,20,0.4238719,-2.7286925,420.91638,-7.411664,0.013219756,0.0
Strix_leptogrammica,0,-1,47,0.42680994,-2.677367,420.94763,-7.36964,0.013220068,0.0
Dicrurus_macrocercus,0,-1,27,0.16878873,-3.3440905,421.68817,-7.8717413,0.013203674,0.0
Pandion_haliaetus,1,53,5,0.2001715,-3.3133879,420.73245,-8.643001,0.01320614,0.0
Dicrurus_paradiseus,1,28,28,0.45487657,-2.0434022,419.84378,-7.509364,0.013232739,0.0
Spatula_querquedula,1,63,34,0.82532334,-0.98044044,420.5576,-5.7496095,0.01324667,0.0
Spilornis_cheela,1,65,65,0.34135222,-2.762756,420.6932,-7.5523143,0.013221085,0.0
Eudynamys_scolopaceus,1,31,36,0.40859345,-2.4513018,420.03735,-7.840907,0.0132260015,0.0
Ficedula_zanthopygia,0,-1,25,0.438498,-2.6217372,420.0759,-8.123438,0.013221739,0.0
Halcyon_smyrnensis,1,38,38,0.99556065,-0.044129886,419.13995,-3.5566013,0.013294822,0.0
Ploceus_philippinus,0,-1,41,0.17173806,-3.1040258,419.68655,-9.52121,0.013208427,0.0
Cacomantis_sonneratii,0,-1,12,0.26806757,-3.174437,421.03162,-7.9583187,0.013211119,0.0
Acridotheres_tristis,1,0,0,0.9983005,-0.018562721,417.20566,-4.358026,0.013310311,0.0
Bubo_sumatranus,0,-1,47,0.19159111,-2.8642411,420.23245,-8.725759,0.013211691,0.0
Orthotomus_atrogularis,1,51,51,0.97885543,-0.1669077,418.26883,-5.5741367,0.013279501,0.0
Haliaeetus_ichthyaetus,0,-1,4,0.5895577,-1.8930026,418.7973,-7.943633,0.013241289,0.0
Mulleripicus_pulverulentus,0,-1,53,0.15519431,-3.5370512,420.74155,-9.086061,0.01320024,0.0
Dicaeum_cruentatum,0,-1,15,0.16675615,-3.4114926,418.17044,-11.179552,0.013206748,0.0
Cacomantis_sonneratii,0,-1,4,0.55585825,-1.8782221,419.871,-7.2243776,0.013236515,0.0
Malacocincla_abbotti,0,-1,52,0.14640526,-3.5598125,421.62714,-8.240539,0.013199467,0.0
Acrocephalus_bistrigiceps,1,1,1,0.9990212,-0.011023211,416.62012,-4.3274007,0.013318384,0.0
Nycticorax_nycticorax,1,50,50,0.9388019,-0.43528813,420.78815,-4.3800087,0.0132619655,0.0
Pellorneum_malaccense,0,-1,4,0.3697557,-2.7739654,419.76337,-8.543526,0.013220338,0.0
Lanius_cristatus,0,-1,19,0.29206026,-2.1514902,419.28735,-8.429735,0.013228143,0.0
Gallinago_gallinago,1,34,34,0.99595886,-0.038509715,417.21686,-4.85285,0.0133033525,0.0
Muscicapa_dauurica,0,-1,4,0.109817,-3.3463445,419.87543,-9.890812,0.01320113,0.0
Anthreptes_malacensis,0,-1,22,0.53702474,-1.6567212,418.56903,-8.315939,0.01323929,0.0
Tyto_alba,1,73,73,0.9963313,-0.03776101,419.66943,-2.9452372,0.013295736,0.0
Falco_tinnunculus,1,33,33,0.9521117,-0.32020095,418.59174,-5.731373,0.013273385,0.0
Prionochilus_maculatus,0,-1,65,0.4549562,-2.4565969,420.96353,-6.8738413,0.013226452,0.0
Gallinula_chloropus,1,35,35,0.9937093,-0.05915323,419.558,-3.3994484,0.01329155,0.0
Anthreptes_malacensis,0,-1,27,0.11805247,-3.3141131,419.81818,-9.816139,0.0132027585,0.0
Orthotomus_ruficeps,0,-1,51,0.62512517,-1.861548,419.56897,-7.623638,0.01323496,0.0
Cecropis_daurica,1,17,17,0.99960893,-0.004626142,416.58386,-3.3436146,0.013332053,0.0
Gallus_gallus,1,36,36,0.41854268,-2.2638655,421.3049,-6.657216,0.013224791,0.0
Arachnothera_longirostra,0,-1,41,0.37593004,-2.1354322,420.50934,-7.3231163,0.013226578,0.0
Tringa_ochropus,1,71,70,0.56720626,-1.8528081,416.59595,-9.669678,0.013247681,0.0
Eudynamys_scolopaceus,1,31,31,0.98130786,-0.1472967,419.19565,-4.656271,0.013279656,0.0
Charadrius_mongolus,0,-1,10,0.35434616,-1.982513,419.31796,-7.6395288,0.013238243,0.0
Accipiter_trivirgatus,0,-1,49,0.2886808,-2.6832287,420.25806,-8.08246,0.013219889,0.0
Lanius_tigrinus,0,-1,2,0.25160375,-3.027542,420.63904,-8.223271,0.013212903,0.0
Gallinula_chloropus,1,35,35,0.99967754,-0.0038015852,415.68674,-3.8422275,0.0133375665,0.0
Phylloscopus_coronatus,0,-1,4,0.3624396,-2.8221798,420.1833,-8.15697,0.013219982,0.0
Dicrurus_macrocercus,0,-1,25,0.6615889,-1.8445745,419.60913,-7.8045597,0.013232122,0.0
Phylloscopus_coronatus,0,-1,44,0.9856754,-0.12040833,418.66864,-4.630862,0.013286878,0.0
Nisaetus_cirrhatus,0,-1,5,0.12210128,-3.5372934,421.97995,-8.073879,0.013197072,0.0
Amaurornis_phoenicurus,1,6,6,0.9998248,-0.0022631902,414.74094,-4.361027,0.013343068,0.0
Chrysophlegma_miniaceum,0,-1,65,0.3373761,-2.5974674,418.48,-9.164199,0.0132292425,0.0
Gallinago_megala,0,-1,68,0.17314167,-3.0685806,421.6989,-7.420066,0.013209593,0.0
Halcyon_pileata,0,-1,38,0.43459758,-2.3423593,420.60037,-7.111948,0.0132281035,0.0
Charadrius_alexandrinus,1,19,19,0.95055544,-0.35739413,420.51416,-4.4936724,0.013263964,0.0
Cacomantis_sonneratii,0,-1,14,0.083311886,-3.7444258,421.61533,-8.946496,0.013190413,0.0
Corvus_macrorhynchos,1,24,24,0.99849296,-0.016812406,418.51935,-3.2363243,0.013307548,0.0
Cacomantis_sonneratii,0,-1,12,0.19289681,-3.3718977,421.44595,-8.018167,0.013204855,0.0
Pelargopsis_capensis,1,55,55,0.9830483,-0.1395252,418.99805,-4.582118,0.013283045,0.0
Hierococcyx_sparverioides,0,-1,65,0.19636188,-3.144873,421.17426,-8.11227,0.013207225,0.0
Sterna_hirundo,1,66,66,0.99995613,-0.00062730437,412.53906,-5.0965295,0.013362877,0.0
Calidris_alba,1,13,13,0.5487148,-1.9270453,420.6559,-6.536572,0.013235016,0.0
Merops_philippinus,0,-1,74,0.2539558,-2.7507544,419.24258,-9.237062,0.013217936,0.0
Dicaeum_cruentatum,0,-1,22,0.09713288,-3.7689574,421.39624,-9.039591,0.013192019,0.0
Gallicrex_cinerea,0,-1,11,0.2960539,-3.0530558,420.52826,-8.231071,0.013214398,0.0
Pachycephala_cinerea,0,-1,36,0.15609375,-3.4227598,421.05685,-8.550368,0.013202975,0.0
Hierococcyx_sparverioides,0,-1,12,0.2564853,-3.0191066,420.7084,-8.246142,0.013211615,0.0
Cypsiurus_balasiensis,0,-1,65,0.08771372,-3.5725746,420.22772,-9.958192,0.013195415,0.0
Ardea_alba,1,7,7,0.9975368,-0.023218896,416.67014,-4.5734787,0.013314457,0.0
Ficedula_zanthopygia,0,-1,50,0.082597636,-3.7160788,420.14536,-10.367114,0.013191354,0.0
Hierococcyx_sparverioides,0,-1,26,0.07812163,-3.8194642,422.41788,-8.292509,0.013188228,0.0
Anthracoceros_albirostris,0,-1,44,0.24868499,-3.2488294,418.8879,-10.092878,0.013211377,0.0
Ducula_aenea,0,-1,41,0.5133214,-1.6470191,418.3582,-8.586425,0.013238376,0.0
Orthotomus_sutorius,1,52,52,0.9980544,-0.020798244,418.45068,-3.4052544,0.013306002,0.0
Glareola_maldivarum,0,-1,66,0.09367252,-3.5417755,421.70374,-8.55648,0.013194593,0.0
Orthotomus_atrogularis,1,51,51,0.7858212,-1.2833166,418.72488,-7.892664,0.013242715,0.0
Acrocephalus_bistrigiceps,1,1,1,0.9980944,-0.01893376,416.4114,-4.819461,0.013314688,0.0
Amaurornis_phoenicurus,1,6,6,0.99941313,-0.006836758,416.39474,-3.791577,0.013328471,0.0
Columba_livia,1,23,23,0.9989778,-0.0118768625,418.00073,-3.4696057,0.013311269,0.0
Aegithina_tiphia,1,4,4,0.9987929,-0.013641096,414.86868,-6.4311314,0.013313745,0.0
Mulleripicus_pulverulentus,0,-1,53,0.15516104,-3.5286033,421.34384,-8.50139,0.0131999245,0.0
Muscicapa_dauurica,0,-1,26,0.93645346,-0.4428496,418.5712,-6.509087,0.013263002,0.0
Dicrurus_macrocercus,0,-1,65,0.28476223,-2.767363,420.34277,-7.7997837,0.013222511,0.0
Merops_philippinus,0,-1,65,0.16932143,-3.3692234,421.21512,-8.339638,0.013203724,0.0
Hemiprocne_longipennis,0,-1,65,0.12184446,-3.8383875,421.95663,-8.415479,0.013192805,0.0
Bubo_sumatranus,0,-1,18,0.0964869,-3.8528001,422.42532,-8.0784855,0.013191002,0.0
Calidris_ferruginea,1,15,15,0.97047037,-0.16766873,418.4489,-4.2434506,0.0132953115,0.0
Lalage_nigra,0,-1,12,0.37755868,-2.5956464,420.78604,-7.348575,0.013222474,0.0
Calidris_alba,1,13,13,0.99381787,-0.054891355,418.55258,-3.6372023,0.0133018335,0.0
Spatula_clypeata,1,62,62,0.5197516,-2.0855937,419.3523,-7.5917816,0.013238545,0.0
Elanus_caeruleus,1,30,30,0.9827671,-0.14887539,419.9974,-4.053684,0.013276752,0.0
Aegithina_tiphia,1,4,4,0.9073747,-0.5857278,416.93182,-8.359486,0.013260443,0.0
Terpsiphone_incei,0,-1,41,0.34225184,-2.3271143,415.7018,-11.7654915,0.013231677,0.0
Zapornia_pusilla,1,75,75,0.9921822,-0.07133253,418.37268,-4.6900625,0.013290172,0.0
Pellorneum_malaccense,0,-1,65,0.23728418,-2.9338205,420.9298,-7.877372,0.013213671,0.0
Mixornis_gularis,1,44,44,0.99866486,-0.014351577,417.65665,-3.4714658,0.013315927,0.0
Anthracoceros_albirostris,0,-1,55,0.21787155,-3.2343657,420.45193,-8.782619,0.013207878,0.0
Egretta_garzetta,1,29,29,0.98590845,-0.11908554,419.53955,-3.957497,0.013284474,0.0
Vanellus_indicus,1,74,74,0.9969708,-0.03139785,418.57578,-3.7349524,0.013299862,0.0
Zapornia_pusilla,1,75,75,0.9965395,-0.03388923,418.79382,-3.5350187,0.013299898,0.0
Gelochelidon_nilotica,1,37,37,0.9990195,-0.010739215,417.70267,-3.1631024,0.013319437,0.0
Aethopyga_siparaja,0,-1,44,0.11200933,-3.429212,420.69513,-9.191367,0.013199334,0.0
Garrulax_leucolophus,0,-1,36,0.21396354,-3.1922035,421.42334,-7.6287184,0.01321036,0.0
Dicrurus_leucophaeus,1,27,27,0.9589532,-0.23209114,415.96695,-7.030632,0.013291122,0.0
Hierococcyx_sparverioides,0,-1,31,0.124335885,-3.484844,421.2617,-8.731891,0.013198034,0.0
Larvivora_cyane,0,-1,5,0.14652765,-3.547296,421.21954,-8.555879,0.013200802,0.0
Cuculus_micropterus,1,26,26,0.9731697,-0.21996166,419.51038,-4.966893,0.013270973,0.0
Dendrocygna_javanica,0,-1,13,0.19877917,-3.2091837,419.55212,-9.325628,0.013212823,0.0
Sterna_hirundo,1,66,66,0.88755125,-0.6447228,419.85678,-5.4258385,0.013260354,0.0
Gallicrex_cinerea,0,-1,29,0.17026897,-3.0677743,419.8286,-9.328186,0.013209477,0.0
Vanellus_indicus,1,74,74,0.834468,-1.0331119,420.1923,-6.1206026,0.013246598,0.0
Aerodramus_fuciphagus,0,-1,41,0.08290735,-3.6101925,421.399,-9.051435,0.013191794,0.0
Arachnothera_longirostra,0,-1,44,0.73410535,-1.4869548,418.99353,-7.9286227,0.013238697,0.0
Numenius_arquata,1,48,57,0.99395037,-0.05178331,417.19614,-4.2534523,0.013312031,0.0
Acridotheres_tristis,1,0,0,0.9954269,-0.04485765,418.36896,-4.178653,0.0132970475,0.0
Lanius_cristatus,0,-1,2,0.16950324,-3.2194972,418.8407,-10.360233,0.013208544,0.0
Chlidonias_leucopterus,0,-1,67,0.62155676,-1.9786453,419.485,-7.929519,0.013232086,0.0
Acrocephalus_orientalis,1,2,2,0.9993192,-0.007304404,415.65613,-4.0951433,0.013334586,0.0
Mulleripicus_pulverulentus,0,-1,65,0.14816336,-3.4304094,421.19073,-8.476029,0.013202297,0.0
Orthotomus_atrogularis,1,51,51,0.97505957,-0.20192063,416.9179,-7.3136473,0.013274407,0.0
Orthotomus_sericeus,0,-1,51,0.38846925,-2.1521618,419.46472,-7.7458057,0.013234858,0.0
Numenius_phaeopus,1,49,49,0.6202359,-1.7036791,420.2291,-6.195952,0.013245502,0.0
Tachybaptus_ruficollis,1,68,5,0.18310519,-3.1310298,421.71588,-7.580406,0.013207074,0.0
Tringa_ochropus,1,71,71,0.99800724,-0.021660855,417.6783,-4.1620164,0.013306293,0.0
Arachnothera_longirostra,0,-1,44,0.9455802,-0.3261354,417.76834,-6.2740316,0.013277009,0.0
Charadrius_dubius,1,20,20,0.9949767,-0.05010196,417.54245,-5.4180336,0.013291198,0.0
Picus_vittatus,0,-1,36,0.21812311,-3.392589,421.89392,-7.510462,0.01320567,0.0
Spatula_clypeata,1,62,62,0.9986212,-0.015445679,417.39114,-4.096399,0.013311201,0.0
Pluvialis_fulva,0,-1,12,0.18333194,-3.3561606,420.47714,-9.079666,0.013203673,0.0
Aethopyga_siparaja,0,-1,11,0.42726403,-2.8062682,421.18182,-7.3267016,0.013217675,0.0
Calidris_ruficollis,0,-1,15,0.89549273,-0.68591064,420.26196,-5.3265276,0.0132565135,0.0
Calidris_ferruginea,1,15,15,0.9622404,-0.24261251,417.5672,-6.034225,0.013283139,0.0
Spatula_clypeata,1,62,62,0.9933428,-0.06427695,416.59705,-6.4667315,0.013290055,0.0
Alcedo_meninting,0,-1,11,0.15189971,-3.222267,421.24414,-8.261048,0.013204448,0.0
Lalage_nigra,0,-1,58,0.564919,-2.1383646,420.29443,-7.1945353,0.013231004,0.0
Eurystomus_orientalis,0,-1,54,0.46555865,-2.093005,420.67377,-6.8408566,0.013230604,0.0
Ardea_purpurea,1,9,9,0.6029501,-2.0953693,420.52927,-7.0355234,0.013230156,0.0
Pycnonotus_goiavier,0,-1,11,0.22424357,-3.232989,421.27496,-7.924965,0.013208464,0.0
Pycnonotus_goiavier,0,-1,0,0.20618373,-3.1877592,421.00006,-8.137201,0.013209362,0.0
Charadrius_dubius,1,20,20,0.99883884,-0.01328976,418.49164,-2.9968653,0.013310757,0.0
Picus_vittatus,0,-1,38,0.12878467,-3.342527,420.2269,-9.40634,0.013202682,0.0
Ficedula_mugimaki,0,-1,2,0.278825,-3.158796,420.6521,-8.304288,0.01321163,0.0
Limosa_lapponica,1,42,42,0.9456222,-0.31275687,418.98947,-4.5052285,0.013284585,0.0
Pycnonotus_aurigaster,0,-1,55,0.21720065,-3.3065844,421.54962,-7.8041763,0.013206226,0.0
Psittacula_krameri,1,60,60,0.15473163,-3.152033,421.55942,-7.762129,0.013206775,0.0
Larvivora_cyane,0,-1,28,0.29052138,-2.823182,418.92084,-9.703968,0.013215946,0.0
Chrysophlegma_miniaceum,0,-1,65,0.27510568,-2.5672548,420.08972,-8.058494,0.013222388,0.0
Tringa_brevipes,0,-1,42,0.50783753,-2.1684375,419.77524,-7.6504307,0.013232111,0.0
Cecropis_daurica,1,17,17,0.9879799,-0.09904459,417.58643,-5.5169344,0.013289533,0.0
Amaurornis_phoenicurus,1,6,6,0.9960483,-0.038099967,416.99136,-4.985891,0.013304586,0.0
Cacomantis_sonneratii,0,-1,18,0.3177425,-2.8835435,421.0583,-7.3676934,0.013218596,0.0
Arachnothera_longirostra,0,-1,44,0.1547282,-3.3199914,420.48355,-9.003849,0.013204647,0.0
Vanellus_indicus,1,74,74,0.37667242,-2.1041436,418.7657,-8.542326,0.013233458,0.0
Falco_tinnunculus,1,33,33,0.9912407,-0.07290619,416.68707,-5.9292784,0.01329623,0.0
Picus_vittatus,0,-1,55,0.18467414,-3.2934666,421.31085,-8.116641,0.01320524,0.0
Eurystomus_orientalis,0,-1,28,0.3544894,-2.7115684,420.27554,-7.83517,0.01322269,0.0
Tringa_ochropus,1,71,71,0.97439325,-0.20660591,419.44724,-4.8923063,0.013272846,0.0
Acrocephalus_bistrigiceps,1,1,1,0.9998584,-0.0017115234,414.3087,-4.2294803,0.013350699,0.0
Xenus_cinereus,0,-1,14,0.23265441,-3.2688346,421.6527,-7.460229,0.013209611,0.0
Cuculus_micropterus,1,26,26,0.95772153,-0.31135422,419.14453,-5.3644724,0.013270728,0.0
Amaurornis_phoenicurus,1,6,6,0.9271883,-0.4796306,419.16904,-5.8333178,0.013264088,0.0
Nycticorax_nycticorax,1,50,50,0.98857623,-0.096559495,418.10275,-4.63165,0.013294628,0.0
Prinia_flaviventris,1,58,58,0.99252397,-0.065846056,418.0398,-4.3751707,0.013298623,0.0
Accipiter_soloensis,0,-1,75,0.26527572,-3.1361935,420.7933,-8.22924,0.013210729,0.0
Clanga_clanga,0,-1,11,0.1528829,-3.3472338,421.01855,-8.615745,0.013202724,0.0
Pluvialis_squatarola,1,57,29,0.26384664,-2.7453203,421.21454,-7.2288413,0.013218561,0.0
Corvus_splendens,1,25,25,0.99770385,-0.02396302,416.54364,-5.3346376,0.013305965,0.0
Ardea_cinerea,1,8,9,0.34002432,-1.7993999,420.96786,-6.266631,0.0132346535,0.0
Falco_tinnunculus,1,33,33,0.99220395,-0.065582246,415.4217,-6.746873,0.013302205,0.0
Acrocephalus_bistrigiceps,1,1,1,0.998103,-0.019716334,417.79575,-3.923336,0.0133079635,0.0
Phylloscopus_coronatus,0,-1,5,0.09313556,-3.6112366,421.0528,-9.264275,0.013193687,0.0
Orthotomus_sericeus,0,-1,44,0.06693281,-3.8382714,421.39975,-9.485556,0.013186036,0.0
Chlidonias_leucopterus,0,-1,67,0.7988828,-1.129288,419.741,-6.5535097,0.013247026,0.0
Caprimulgus_affinis,0,-1,75,0.192864,-3.3434846,421.601,-7.8793516,0.013204687,0.0
Caprimulgus_jotaka,0,-1,18,0.5246961,-2.1900764,419.30548,-8.190197,0.01323109,0.0
Motacilla_tschutschensis,1,46,46,0.9583791,-0.2777747,417.1407,-7.0745916,0.013274692,0.0
Caprimulgus_jotaka,0,-1,18,0.13541129,-3.3152378,419.71484,-9.713526,0.013206316,0.0
Gallinula_chloropus,1,35,35,0.86581886,-0.8048371,418.81424,-6.915057,0.013254637,0.0
Himantopus_himantopus,1,39,39,0.44376206,-2.0139236,420.6047,-6.8664284,0.013231119,0.0
Passer_montanus,1,54,54,0.9984975,-0.016694073,418.4071,-3.3748407,0.013306856,0.0
Hirundo_rustica,1,40,40,0.68460345,-1.6842782,420.0077,-7.0728283,0.013236582,0.0
Aethopyga_siparaja,0,-1,22,0.41170436,-2.750885,420.60715,-7.690043,0.013220415,0.0
Spatula_querquedula,1,63,63,0.99005497,-0.08781585,418.85562,-4.1556425,0.013290791,0.0
Strix_leptogrammica,0,-1,50,0.10904855,-3.6681054,423.14548,-7.0772104,0.0131948,0.0
Chlidonias_leucopterus,0,-1,63,0.12597947,-3.3755364,420.32236,-9.49435,0.013200472,0.0
Gallinago_gallinago,1,34,34,0.9945669,-0.05407116,419.41132,-3.6364112,0.01329011,0.0
Himantopus_himantopus,1,39,39,0.8712341,-0.8520344,420.26462,-5.8899,0.0132486215,0.0
Caprimulgus_jotaka,0,-1,18,0.9631304,-0.2682361,417.4921,-6.471444,0.013278114,0.0
Dicrurus_paradiseus,1,28,28,0.7526195,-1.4378456,419.8138,-7.1443987,0.013237951,0.0
Pitta_moluccensis,0,-1,31,0.1882772,-3.1253636,420.69907,-8.43131,0.01320956,0.0
Sterna_sumatrana,0,-1,10,0.98913735,-0.097021215,418.41895,-4.9021797,0.013286601,0.0
Pericrocotus_speciosus,0,-1,4,0.43697777,-2.594306,420.47845,-7.694622,0.013222092,0.0
Tringa_brevipes,0,-1,53,0.72299904,-1.4640129,419.98972,-6.7737417,0.01324101,0.0
Orthotomus_sericeus,0,-1,2,0.2741564,-2.6470485,420.42178,-7.8297853,0.01322103,0.0
Sterna_hirundo,1,66,66,0.9997335,-0.003314469,415.74976,-3.7786248,0.013337332,0.0
Amaurornis_phoenicurus,1,6,6,0.98773545,-0.10364078,418.80923,-4.429717,0.013287509,0.0
Lanius_cristatus,0,-1,13,0.13807231,-3.6214647,420.74265,-9.16577,0.013199076,0.0
Pellorneum_malaccense,0,-1,12,0.1157317,-3.594236,421.27386,-8.762969,0.013197293,0.0
Anthreptes_malacensis,0,-1,22,0.23271617,-3.1960254,421.44327,-7.6499176,0.013209893,0.0
Aethopyga_siparaja,0,-1,36,0.26984578,-2.8619246,420.7405,-7.6704445,0.013218917,0.0
Falco_peregrinus,1,32,32,0.98801404,-0.10323514,417.93857,-5.339754,0.01328732,0.0
Picus_vittatus,0,-1,55,0.13551584,-3.594153,421.3717,-8.561832,0.0131986,0.0
Anthracoceros_albirostris,0,-1,36,0.72218984,-1.5529175,420.72787,-6.283083,0.01323746,0.0
Lonchura_punctulata,0,-1,61,0.1204906,-3.5879178,420.3661,-9.703678,0.013196881,0.0
Todiramphus_chloris,0,-1,36,0.23232199,-3.1127872,419.36688,-9.27561,0.013216024,0.0
Aegithina_tiphia,1,4,4,0.6711235,-1.836284,420.62988,-6.6228094,0.013234244,0.0
Passer_montanus,1,54,54,0.9620234,-0.28275025,418.79153,-5.850111,0.013268858,0.0
Hierococcyx_sparverioides,0,-1,27,0.116356894,-3.461882,421.16803,-8.872082,0.0131978905,0.0
Centropus_bengalensis,0,-1,18,0.33425045,-2.7255154,419.38037,-8.889057,0.013220724,0.0
